Unnamed: 0,Name,Age,Nationality,Overall,Potential,Club,Value,Wage,International Reputation,Weak Foot,Skill Moves,Work Rate,Real Face,Position,Release Clause,Wage_ok
1853,S. Mitrović,28,Serbia,75,76,RC Strasbourg Alsace,€6M,€18K,1.0,5.0,2.0,Low/ Medium,No,CB,€12.5M,1
1854,D. Aogo,31,Germany,75,75,VfB Stuttgart,€4.5M,€28K,2.0,3.0,3.0,Medium/ Medium,Yes,CM,€7.6M,1
1855,B. Engels,23,Belgium,75,82,Stade de Reims,€8M,€14K,2.0,3.0,2.0,Medium/ Medium,No,RCB,€17.6M,1
1856,F. Tait,25,France,75,78,Angers SCO,€8.5M,€23K,1.0,3.0,3.0,High/ Medium,No,LM,€17.6M,1
1857,D. Zagadou,19,France,75,85,Borussia Dortmund,€9M,€16K,1.0,3.0,2.0,Medium/ Medium,No,CB,€17.1M,1
1858,M. Diamé,31,Senegal,75,75,Newcastle United,€5.5M,€42K,2.0,3.0,3.0,Medium/ High,Yes,RCM,€10.5M,1
1859,A. Younes,24,Germany,75,76,Napoli,€8M,€47K,2.0,3.0,4.0,Medium/ Medium,No,LW,€14.2M,1
1860,B. Verstraete,24,Belgium,75,80,KAA Gent,€7.5M,€16K,1.0,3.0,3.0,Medium/ High,No,LCM,€11.8M,1
1861,K. Akpoguma,23,Germany,75,81,TSG 1899 Hoffenheim,€8M,€24K,1.0,4.0,2.0,Medium/ Medium,No,RCB,€15.2M,1
1862,B. Santamaria,23,France,75,80,Angers SCO,€7.5M,€17K,1.0,2.0,3.0,Medium/ Medium,No,LCM,€15.6M,1
1863,E. Moretti,37,Italy,75,75,Torino,€900K,€24K,2.0,2.0,2.0,Low/ High,No,LCB,€1.5M,1
1864,H. Behrens,28,Germany,75,75,1. FC Nürnberg,€6.5M,€24K,1.0,2.0,3.0,High/ High,No,RDM,€11.7M,1
1865,M. Maignan,22,France,75,83,LOSC Lille,€7.5M,€18K,1.0,3.0,1.0,Medium/ Medium,No,GK,€16.5M,1
1867,V. Ignatiev,31,Russia,75,75,Lokomotiv Moscow,€4.4M,€1K,1.0,4.0,3.0,Medium/ Medium,No,RB,€9.2M,1
1868,A. Thomasson,24,France,75,77,RC Strasbourg Alsace,€8M,€16K,1.0,4.0,4.0,Medium/ Medium,No,LM,€16.6M,1
1869,D. Amartey,23,Ghana,75,79,Leicester City,€7M,€43K,1.0,3.0,3.0,Medium/ High,Yes,RB,€13.8M,1
1870,R. Özcan,34,Austria,75,75,Bayer 04 Leverkusen,€2.7M,€36K,1.0,2.0,1.0,Medium/ Medium,No,GK,€4.6M,1
1871,A. Donnarumma,27,Italy,75,75,Brescia,€7M,€6K,1.0,3.0,3.0,High/ Low,No,LS,€10.9M,1
1872,Timor,28,Spain,75,75,UD Las Palmas,€5.5M,€11K,1.0,3.0,3.0,Medium/ High,Yes,LCM,€8.8M,1
1873,C. McGregor,25,Scotland,75,78,Celtic,€8.5M,€44K,1.0,4.0,4.0,High/ High,No,CDM,€15.9M,1
1874,R. Martínez,24,Colombia,75,81,Club América,€9.5M,€50K,1.0,3.0,3.0,Medium/ Medium,No,RS,€18.1M,1
1875,V. Buyalskyi,25,Ukraine,75,80,Dynamo Kyiv,€8.5M,€1K,1.0,4.0,3.0,High/ High,No,LDM,€18.5M,1
1877,A. Mawson,24,England,75,84,Fulham,€9M,€38K,1.0,5.0,2.0,Medium/ High,Yes,LCB,€18.9M,1
1878,F. Guilbert,23,France,75,84,Stade Malherbe Caen,€9M,€17K,1.0,2.0,3.0,High/ Medium,No,RB,€19.8M,1
1881,A. Duncan,25,Ghana,75,80,Sassuolo,€8.5M,€42K,2.0,3.0,3.0,Medium/ High,No,LCM,€15.1M,1
1882,Marlon,22,Brazil,75,82,Sassuolo,€8M,€34K,1.0,3.0,3.0,Medium/ Medium,No,RCB,€15.2M,1
1883,M. Isla,30,Chile,75,75,Fenerbahçe SK,€4.8M,€48K,2.0,3.0,3.0,High/ High,No,RB,€9.1M,1
1884,Thiago Maia,21,Brazil,75,82,LOSC Lille,€8M,€19K,1.0,3.0,3.0,Medium/ Medium,No,CDM,€17.6M,1
1885,Y. Aït Bennasser,21,Morocco,75,83,AS Monaco,€10M,€39K,1.0,3.0,3.0,Medium/ Medium,No,CM,€21M,1
1886,O. Toivonen,31,Sweden,75,75,Melbourne Victory,€6M,€11K,2.0,4.0,3.0,Medium/ Low,No,LS,€7.5M,1
1887,J. Urretaviscaya,28,Uruguay,75,75,Monterrey,€6.5M,€46K,1.0,3.0,4.0,Medium/ Medium,No,RW,€11.1M,1
1888,Yuri Ribeiro,21,Portugal,75,81,SL Benfica,€7.5M,€8K,1.0,3.0,3.0,High/ Medium,No,LB,€16.5M,1
1889,N. Tomović,30,Serbia,75,75,Chievo Verona,€4.9M,€15K,2.0,3.0,2.0,High/ Medium,No,RB,€8.4M,1
1890,F. Roncaglia,31,Argentina,75,75,RC Celta,€4.5M,€20K,2.0,3.0,2.0,Medium/ High,No,CB,€9.4M,1
1891,R. Botta,28,Argentina,75,75,San Lorenzo de Almagro,€6.5M,€21K,1.0,3.0,4.0,High/ Low,No,RM,€9.8M,1
1892,R. Mandragora,21,Italy,75,85,Udinese,€10.5M,€18K,1.0,3.0,3.0,Medium/ High,No,LCM,€21M,1
1893,A. Adomah,30,Ghana,75,75,Aston Villa,€6.5M,€20K,1.0,3.0,4.0,Medium/ Medium,Yes,RM,€12.4M,1
1894,D. Samassékou,22,Mali,75,85,FC Red Bull Salzburg,€9.5M,€26K,1.0,3.0,3.0,Medium/ Medium,No,CM,€16.2M,1
1895,M. Yoshida,29,Japan,75,75,Southampton,€5M,€40K,1.0,4.0,2.0,Medium/ High,Yes,CB,€9.5M,1
1896,N. Viergever,28,Netherlands,75,75,PSV,€5.5M,€15K,1.0,2.0,2.0,Medium/ High,No,LCB,€7.7M,1
1897,R. Amalfitano,28,France,75,75,Dijon FCO,€6.5M,€15K,1.0,4.0,3.0,Medium/ High,Yes,RDM,€13M,1
1898,D. Cataldi,23,Italy,75,79,Lazio,€8.5M,€35K,2.0,3.0,3.0,Medium/ Medium,No,CM,€15.1M,1
1899,Martín,22,Spain,75,80,Deportivo Alavés,€7.5M,€17K,1.0,3.0,3.0,High/ Medium,No,RB,€16.3M,1
1900,Tiago Pinto,30,Portugal,75,75,MKE Ankaragücü,€4.8M,€19K,1.0,2.0,3.0,High/ Medium,No,LB,€9.6M,1
1901,Fernandinho,25,Brazil,75,78,Chongqing Dangdai Lifan FC SWM Team,€8.5M,€10K,1.0,3.0,4.0,High/ Low,No,CAM,€18.9M,1
1903,M. Gaćinović,23,Serbia,75,81,Eintracht Frankfurt,€9M,€26K,1.0,3.0,4.0,High/ High,No,CM,€17.1M,1
1904,G. Shoji,25,Japan,75,80,Kashima Antlers,€7.5M,€11K,1.0,4.0,2.0,High/ High,Yes,LCB,€10.3M,1
1905,L. Rigoni,33,Italy,75,75,Parma,€3.9M,€37K,2.0,3.0,3.0,Medium/ High,No,LCM,€7M,1
1906,M. Krmenčík,25,Czech Republic,75,80,Viktoria Plzeň,€9M,€1K,1.0,3.0,3.0,High/ Medium,No,ST,€20.5M,1
1908,C. Daniels,31,England,75,75,Bournemouth,€4.4M,€49K,1.0,3.0,3.0,High/ Medium,Yes,LB,€8.3M,1
1909,K. Stafylidis,24,Greece,75,79,FC Augsburg,€7M,€18K,1.0,3.0,3.0,High/ Medium,No,LB,€12.4M,1
1911,A. Flint,28,England,75,76,Middlesbrough,€6M,€47K,1.0,3.0,2.0,Medium/ High,No,LCB,€11.9M,1
1912,Brais Méndez,21,Spain,75,84,RC Celta,€10.5M,€16K,1.0,3.0,4.0,High/ Medium,No,RM,€24.2M,1
1913,Merino,22,Spain,75,84,Real Sociedad,€10M,€22K,1.0,3.0,3.0,Medium/ Medium,Yes,CM,€23M,1
1914,S. Missiroli,32,Italy,75,75,SPAL,€5M,€15K,2.0,3.0,3.0,Medium/ Medium,No,RCM,€9M,1
1915,Serantes,28,Spain,75,77,CD Leganés,€5.5M,€21K,1.0,3.0,1.0,Medium/ Medium,Yes,GK,€12M,1
1916,V. Guzmán,23,Mexico,75,80,Pachuca,€9M,€24K,1.0,3.0,3.0,Medium/ Medium,No,RCM,€16M,1
1917,D. Biseswar,30,Netherlands,75,75,PAOK,€6.5M,€1K,1.0,3.0,3.0,Medium/ Medium,No,LM,€13.7M,1
1918,E. Mas,29,Argentina,75,75,Boca Juniors,€5M,€21K,1.0,2.0,3.0,High/ Medium,No,LB,€7M,1
1919,Nuno Pinto,31,Portugal,75,75,Vitória de Setúbal,€4.4M,€7K,1.0,3.0,3.0,Medium/ Medium,No,LB,€9.2M,1
1920,Carlos Mané,24,Portugal,75,81,Sporting CP,€9M,€11K,1.0,3.0,4.0,Medium/ Medium,No,RM,€19.8M,1
1921,Borja Valle,25,Spain,75,78,Deportivo de La Coruña,€8.5M,€11K,1.0,4.0,3.0,High/ Medium,No,ST,€14.2M,1
1922,Zeca,29,Greece,75,75,FC København,€6.5M,€21K,1.0,3.0,3.0,High/ High,No,LDM,€8.5M,1
1923,C. Toselli,30,Chile,75,75,CD Everton de Viña del Mar,€4.3M,€4K,1.0,3.0,1.0,Medium/ Medium,No,GK,€5.8M,1
1924,M. Bizot,27,Netherlands,75,78,AZ Alkmaar,€5.5M,€11K,1.0,2.0,1.0,Medium/ Medium,No,GK,€8.7M,1
1925,K. Ayhan,23,Turkey,75,80,Fortuna Düsseldorf,€7.5M,€22K,1.0,4.0,3.0,High/ Medium,No,CB,€14.1M,1
1926,Ricardo Ferreira,25,Portugal,75,79,SC Braga,€7M,€12K,1.0,2.0,2.0,Low/ Medium,No,CB,€14.5M,1
1927,N. Roux,30,France,75,75,En Avant de Guingamp,€6.5M,€24K,2.0,1.0,2.0,High/ Medium,Yes,ST,€13M,1
1928,Hernâni,26,Portugal,75,75,FC Porto,€7M,€13K,2.0,2.0,4.0,Medium/ Low,No,RM,€14M,1
1929,M. Çağıran,25,Turkey,75,79,Çaykur Rizespor,€7M,€13K,1.0,4.0,3.0,Medium/ Medium,No,CDM,€14.5M,1
1930,W. Morgan,34,Jamaica,75,75,Leicester City,€2M,€50K,2.0,2.0,2.0,Medium/ High,Yes,RCB,€3.8M,1
1932,M. Wakaso,27,Ghana,75,75,Deportivo Alavés,€7M,€22K,1.0,2.0,3.0,High/ High,No,CM,€14.7M,1
1934,Y. Mvogo,24,Switzerland,75,80,RB Leipzig,€6.5M,€25K,1.0,3.0,1.0,Medium/ Medium,No,GK,€11.5M,1
1935,Kaíquão Castro,34,Brazil,75,75,Fluminense,€2.7M,€20K,1.0,2.0,1.0,Medium/ Medium,No,GK,€5.1M,1
1937,P. Hurtado,27,Peru,75,75,Atiker Konyaspor,€7M,€18K,1.0,4.0,4.0,Medium/ Low,No,CAM,€14M,1
1938,D. Bocanegra,31,Colombia,75,75,Atlético Nacional,€4.4M,€6K,1.0,2.0,2.0,Medium/ Medium,No,RB,€6.1M,1
1939,Melero,24,Spain,75,81,SD Huesca,€8M,€17K,1.0,3.0,3.0,Medium/ Medium,No,RCM,€19.2M,1
1941,O. Murillo,30,Colombia,75,75,Pachuca,€4.9M,€25K,1.0,4.0,2.0,Medium/ High,No,LCB,€8.4M,1
1942,O. Onazi,25,Nigeria,75,78,Trabzonspor,€7M,€25K,1.0,3.0,3.0,Medium/ Medium,No,RDM,€14.5M,1
1943,C. Günter,25,Germany,75,76,SC Freiburg,€6.5M,€20K,2.0,2.0,3.0,High/ Medium,No,LB,€12.2M,1
1944,I. Amadou,25,France,75,80,Sevilla FC,€7.5M,€14K,2.0,3.0,3.0,Medium/ High,No,CDM,€16.3M,1
1945,Unai López,22,Spain,75,82,Athletic Club de Bilbao,€9M,€19K,1.0,3.0,3.0,High/ Medium,No,CM,€20.7M,1
1946,K. Iheanacho,21,Nigeria,75,83,Leicester City,€10M,€45K,1.0,3.0,4.0,Medium/ Medium,Yes,ST,€21M,1
1947,C. Söyüncü,22,Turkey,75,83,Leicester City,€8.5M,€43K,1.0,4.0,2.0,Medium/ Medium,No,LCB,€17.9M,1
1948,B. Pearson,23,England,75,81,Preston North End,€8M,€12K,1.0,3.0,3.0,Medium/ High,No,RDM,€16.8M,1
1949,F. Niederlechner,27,Germany,75,75,SC Freiburg,€7M,€25K,1.0,4.0,3.0,High/ High,No,ST,€12.6M,1
1950,S. Denswil,25,Netherlands,75,79,Club Brugge KV,€7M,€19K,1.0,4.0,3.0,Medium/ Medium,No,LCB,€11M,1
1951,G. Rodríguez,34,Argentina,75,75,San Lorenzo de Almagro,€2M,€18K,2.0,3.0,2.0,Medium/ High,No,LCB,€3M,1
1952,P. Guiñazú,39,Argentina,75,75,Club Atlético Talleres,€450K,€10K,1.0,3.0,3.0,Low/ High,No,LCM,€675K,1
1953,H. Hateboer,24,Netherlands,75,80,Atalanta,€9M,€22K,1.0,2.0,3.0,Medium/ High,No,RM,€16M,1
1954,I. Fernández,28,Argentina,75,75,River Plate,€6.5M,€23K,1.0,3.0,4.0,High/ Medium,No,RCM,€9.1M,1
1955,L. Blas,20,France,75,84,En Avant de Guingamp,€10.5M,€16K,1.0,3.0,3.0,High/ Low,No,LDM,€23.1M,1
1956,M. Sarr,19,France,75,84,OGC Nice,€8.5M,€11K,1.0,4.0,2.0,Low/ High,No,LCB,€17.9M,1
1957,Mikel Rico,33,Spain,75,75,Athletic Club de Bilbao,€3.9M,€21K,1.0,4.0,2.0,Medium/ Medium,No,CM,€8.2M,1
1958,F. Neuhaus,21,Germany,75,85,Borussia Mönchengladbach,€10.5M,€19K,1.0,3.0,3.0,Medium/ Medium,No,RCM,€20M,1
1959,S. İnan,33,Turkey,75,75,Galatasaray SK,€3.9M,€47K,2.0,3.0,3.0,Medium/ Medium,No,RDM,€7.4M,1
1960,C. Maggio,36,Italy,75,75,Benevento,€775K,€4K,2.0,2.0,3.0,Medium/ Medium,No,RB,€1.2M,1
1961,Mexer,29,Mozambique,75,75,Stade Rennais FC,€5M,€28K,2.0,3.0,2.0,Medium/ Medium,No,LCB,€9.5M,1
1962,F. Magnanelli,33,Italy,75,75,Sassuolo,€2.7M,€40K,2.0,3.0,2.0,Medium/ High,No,CDM,€4.6M,1
1963,J. Figal,24,Argentina,75,81,Independiente,€8M,€15K,1.0,3.0,3.0,High/ High,No,LCB,€12.8M,1
1965,F. Helander,25,Sweden,75,77,Bologna,€7M,€25K,1.0,1.0,2.0,Medium/ High,No,CB,€12.4M,1
1966,J. Gondorf,30,Germany,75,75,SC Freiburg,€6M,€23K,2.0,4.0,3.0,High/ High,No,RM,€10.8M,1
1967,R. Ghezzal,26,Algeria,75,76,Leicester City,€8M,€54K,2.0,3.0,4.0,Medium/ Low,No,RM,€15.8M,1
1968,Adama,22,Spain,75,85,Wolverhampton Wanderers,€10.5M,€54K,1.0,2.0,3.0,High/ Low,No,RW,€22.1M,1
1969,O. Duda,23,Slovakia,75,82,Hertha BSC,€9.5M,€22K,1.0,4.0,4.0,Medium/ Medium,No,CAM,€18.1M,1
1970,R. Bensebaini,23,Algeria,75,79,Stade Rennais FC,€7M,€23K,2.0,3.0,3.0,Medium/ Medium,No,LB,€13.8M,1
1971,L. Depoitre,29,Belgium,75,75,Huddersfield Town,€6.5M,€47K,1.0,3.0,2.0,High/ High,Yes,ST,€12.4M,1
1972,N. Vlašić,20,Croatia,75,84,PFC CSKA Moscow,€10.5M,€1K,1.0,4.0,3.0,Medium/ Medium,No,LCM,€25.2M,1
1973,Rochina,27,Spain,75,75,Levante UD,€7M,€22K,1.0,2.0,4.0,Medium/ Medium,No,RCM,€14.7M,1
1974,M. Doherty,26,Republic of Ireland,75,78,Wolverhampton Wanderers,€7M,€52K,1.0,4.0,3.0,High/ Medium,Yes,RWB,€13.8M,1
1976,João Teixeira,25,Portugal,75,78,Vitória Guimarães,€8.5M,€10K,1.0,3.0,3.0,High/ Medium,No,CAM,€18.5M,1
1977,S. Ward,32,Republic of Ireland,75,75,Burnley,€3.7M,€42K,2.0,5.0,3.0,High/ High,Yes,LB,€7M,1
1978,Y. Cardinale,24,France,75,78,OGC Nice,€6M,€18K,2.0,3.0,1.0,Medium/ Medium,No,GK,€11.9M,1
1979,S. Francis,33,England,75,75,Bournemouth,€2.7M,€49K,1.0,4.0,2.0,High/ Medium,Yes,RB,€5.1M,1
1980,Lafortiscinho,26,Brazil,75,75,Botafogo,€5.5M,€20K,1.0,3.0,3.0,High/ Medium,No,LB,€10.5M,1
1981,M. Valdifiori,32,Italy,75,75,SPAL,€3.8M,€13K,2.0,3.0,3.0,Low/ Medium,No,CDM,€6.9M,1
1982,Rubén Pérez,29,Spain,75,75,CD Leganés,€5M,€26K,1.0,3.0,2.0,Medium/ Medium,Yes,LCM,€10.5M,1
1983,D. Boyata,27,Belgium,75,77,Celtic,€6.5M,€42K,1.0,3.0,2.0,Medium/ Medium,Yes,RCB,€12.2M,1
1984,N. Mendy,26,France,75,77,Leicester City,€6.5M,€50K,1.0,3.0,3.0,Low/ High,Yes,RDM,€12.8M,1
1985,A. Martín Arias,25,Argentina,75,80,Gimnasia y Esgrima La Plata,€6.5M,€11K,1.0,3.0,1.0,Medium/ Medium,No,GK,€10.2M,1
1986,Pedraza,22,Spain,75,80,Villarreal CF,€9M,€24K,1.0,2.0,3.0,High/ Medium,Yes,LM,€19.6M,1
1987,Ricardo,35,Portugal,75,75,GD Chaves,€1.6M,€5K,1.0,2.0,1.0,Medium/ Medium,No,GK,€3.3M,1
1988,Tarantini,34,Portugal,75,75,Rio Ave FC,€3.2M,€10K,1.0,3.0,3.0,Medium/ Medium,No,RCM,€6.8M,1
1989,K. Stöger,24,Austria,75,80,Fortuna Düsseldorf,€9M,€24K,1.0,3.0,3.0,Medium/ Medium,No,RDM,€16.9M,1
1990,C. Mbemba,23,DR Congo,75,80,FC Porto,€7.5M,€10K,1.0,3.0,2.0,High/ Medium,Yes,CB,€15.6M,1
1991,A. Limbombe,23,Belgium,75,79,FC Nantes,€8.5M,€21K,1.0,5.0,4.0,High/ Medium,No,LW,€16.8M,1
1992,K. McDonald,29,Scotland,75,75,Fulham,€5M,€46K,1.0,4.0,3.0,Medium/ Medium,Yes,RDM,€9.5M,1
1993,O. Niasse,28,Senegal,75,75,Everton,€7M,€82K,1.0,3.0,3.0,High/ Medium,Yes,ST,€13.3M,1
1994,G. Herrera,26,Argentina,75,78,Club Atlético Talleres,€6M,€12K,1.0,2.0,1.0,Medium/ Medium,No,GK,€9.5M,1
1995,R. Borré,22,Colombia,75,82,River Plate,€9.5M,€21K,1.0,3.0,4.0,High/ Medium,No,RS,€15.2M,1
1996,E. Zukanović,31,Bosnia Herzegovina,75,75,Genoa,€4.5M,€15K,2.0,3.0,2.0,Low/ High,No,CB,€7.6M,1
1997,A. Elis,22,Honduras,75,82,Houston Dynamo,€9.5M,€8K,1.0,4.0,4.0,High/ Medium,Yes,RM,€16.2M,1
1998,M. Fernández,32,Chile,75,75,Club Necaxa,€5M,€14K,2.0,4.0,5.0,Medium/ Medium,No,LDM,€8.5M,1
1999,D. Rodríguez,28,Uruguay,75,75,Club Tijuana,€5.5M,€20K,1.0,3.0,2.0,Medium/ Medium,No,RCM,€9.4M,1
2000,T. Klose,30,Switzerland,75,75,Norwich City,€4.9M,€25K,1.0,3.0,2.0,Medium/ Medium,No,CB,€9.4M,1
2002,Kwon Chang Hoon,24,Korea Republic,75,79,Dijon FCO,€8.5M,€13K,1.0,3.0,4.0,Medium/ Medium,No,RM,€17.6M,1
2003,C. Larin,23,Canada,75,82,Beşiktaş JK,€9.5M,€39K,1.0,4.0,3.0,High/ Low,Yes,ST,€20M,1
2004,Tchê Tchê,25,Brazil,75,78,Dynamo Kyiv,€8M,€1K,1.0,4.0,3.0,Medium/ Medium,No,CM,€17.4M,1
2005,M. Leckie,27,Australia,75,75,Hertha BSC,€7M,€25K,2.0,4.0,3.0,High/ Medium,No,RM,€11.9M,1
2007,Fontàs,28,Spain,75,76,Sporting Kansas City,€6M,€8K,1.0,3.0,2.0,Medium/ Medium,Yes,CB,€9.5M,1
2008,K. Vermeer,32,Netherlands,75,75,Feyenoord,€3.8M,€10K,2.0,4.0,1.0,Medium/ Medium,No,GK,€5.4M,1
2009,A. Surman,31,England,75,75,Bournemouth,€5.5M,€53K,1.0,4.0,3.0,Medium/ Medium,Yes,LCM,€10.5M,1
2010,M. Höger,28,Germany,75,75,1. FC Köln,€6.5M,€21K,2.0,4.0,2.0,Medium/ High,No,CM,€9.8M,1
2011,S. Dann,31,England,75,75,Crystal Palace,€4.5M,€42K,2.0,3.0,2.0,Low/ Medium,Yes,CB,€8.5M,1
2012,Jovane Cabral,20,Cape Verde,75,87,Sporting CP,€12M,€9K,1.0,4.0,4.0,High/ Medium,No,LM,€26.4M,1
2013,C. Cathcart,29,Northern Ireland,75,75,Watford,€5M,€44K,1.0,3.0,2.0,Medium/ Medium,Yes,RCB,€9.5M,1
2014,Zaldúa,26,Spain,75,78,Real Sociedad,€7M,€23K,1.0,3.0,2.0,Medium/ Medium,Yes,RB,€15.2M,1
2015,Pelé,26,Guinea Bissau,75,77,AS Monaco,€6.5M,€48K,1.0,3.0,3.0,Medium/ High,No,CDM,€12.8M,1
2016,M. Kelly,28,England,75,76,Crystal Palace,€6M,€44K,2.0,3.0,2.0,Low/ Medium,Yes,CB,€11.9M,1
2018,L. Zelarayán,26,Argentina,75,77,Tigres U.A.N.L.,€8M,€46K,1.0,3.0,3.0,High/ Low,No,CAM,€13.4M,1
2019,Gelson Fernandes,31,Switzerland,75,75,Eintracht Frankfurt,€4.5M,€28K,2.0,3.0,2.0,Medium/ High,No,LCM,€7.6M,1
2020,D. Glushakov,31,Russia,75,75,Spartak Moscow,€4.5M,€1K,1.0,3.0,3.0,High/ High,No,LCM,€9.4M,1
2021,Lee Jae Sung,25,Korea Republic,75,78,Holstein Kiel,€8.5M,€13K,2.0,4.0,3.0,High/ High,No,CAM,€13.8M,1
2022,Baiano,31,Brazil,75,75,Alanyaspor,€4.4M,€13K,1.0,2.0,3.0,Medium/ Medium,No,RB,€8.7M,1
2023,A. Hurtado,31,Colombia,75,75,Monterrey,€6M,€44K,2.0,4.0,3.0,High/ Low,No,ST,€10.2M,1
2024,A. Mierzejewski,31,Poland,75,75,Changchun Yatai FC,€6M,€12K,2.0,4.0,4.0,High/ Medium,No,RM,€12.9M,1
2025,V. Janssen,24,Netherlands,75,78,Tottenham Hotspur,€8.5M,€64K,2.0,4.0,3.0,High/ Low,Yes,ST,€16.4M,1
2026,E. Paredes,37,Chile,75,75,Colo-Colo,€2.4M,€7K,2.0,3.0,3.0,High/ Low,Yes,RS,€3.3M,1
2027,B. Alemán,28,Uruguay,75,75,Ettifaq FC,€6.5M,€29K,1.0,3.0,3.0,High/ Medium,No,CAM,€10.7M,1
2028,P. Retsos,19,Greece,75,85,Bayer 04 Leverkusen,€9M,€19K,1.0,3.0,2.0,Medium/ High,No,CB,€17.1M,1
2031,Rubén Pardo,25,Spain,75,78,Real Sociedad,€8M,€24K,2.0,4.0,3.0,Medium/ Medium,Yes,CM,€17.4M,1
2032,P. Goltz,33,Argentina,75,75,Boca Juniors,€2.7M,€20K,1.0,3.0,2.0,Medium/ Medium,No,LCB,€3.8M,1
2033,D. Türüç,25,Turkey,75,79,Kayserispor,€8.5M,€14K,1.0,4.0,4.0,High/ Medium,No,RM,€17.6M,1
2034,B. Mechele,25,Belgium,75,79,Club Brugge KV,€7M,€19K,1.0,4.0,2.0,Medium/ High,No,CB,€11M,1
2035,Kaimo Lima,34,Brazil,75,75,Fluminense,€2M,€24K,1.0,3.0,2.0,Medium/ Medium,No,RCB,€3.8M,1
2036,R. Rodelin,28,France,75,75,En Avant de Guingamp,€7M,€25K,1.0,3.0,3.0,Medium/ Medium,No,CAM,€14M,1
2037,Bobô,33,Brazil,75,75,Alanyaspor,€4.2M,€16K,2.0,3.0,3.0,High/ Low,No,ST,€8.4M,1
2038,L. Ciman,32,Belgium,75,75,Dijon FCO,€3.8M,€13K,1.0,4.0,2.0,Medium/ High,No,RCB,€7.6M,1
2039,D. Ba,33,Senegal,75,75,Shanghai Greenland Shenhua FC,€4.2M,€17K,3.0,3.0,3.0,High/ Medium,Yes,ST,€9M,1
2040,H. Medunjanin,33,Bosnia Herzegovina,75,75,Philadelphia Union,€3.9M,€9K,2.0,4.0,4.0,Medium/ Medium,No,LDM,€5.9M,1
2041,José Cañas,31,Spain,75,75,PAOK,€4.5M,€1K,1.0,3.0,2.0,Medium/ High,Yes,RDM,€9.4M,1
2043,Titi,30,Brazil,75,75,Göztepe SK,€4.9M,€22K,1.0,3.0,2.0,High/ Medium,No,LCB,€9.9M,1
2044,Carles Gil,25,Spain,75,76,Deportivo de La Coruña,€8M,€10K,2.0,4.0,4.0,High/ Low,Yes,CAM,€13.4M,1
2045,P. Lasne,29,France,75,75,Montpellier HSC,€6.5M,€25K,1.0,3.0,3.0,High/ Medium,No,CM,€13M,1
2046,Lekue,25,Spain,75,78,Athletic Club de Bilbao,€7M,€19K,1.0,3.0,3.0,High/ Medium,Yes,RB,€15.2M,1
2047,A. Silva,28,Uruguay,75,75,Montreal Impact,€6.5M,€10K,1.0,4.0,4.0,High/ High,No,RW,€9.8M,1
2048,A. Danjuma Groeneveld,21,Netherlands,75,84,Club Brugge KV,€10.5M,€16K,1.0,4.0,4.0,High/ Medium,No,LM,€17.9M,1
2049,C. Luyindama,24,DR Congo,75,80,Standard de Liège,€7.5M,€13K,1.0,2.0,2.0,Medium/ Medium,No,RCB,€11.8M,1
2050,L. González Pirez,26,Argentina,75,78,Atlanta United,€7M,€8K,1.0,3.0,2.0,High/ High,No,LCB,€11M,1
2051,Sergio Álvarez,26,Spain,75,78,SD Eibar,€7M,€20K,1.0,3.0,3.0,Medium/ High,No,CDM,€15.2M,1
2052,M. Cornet,21,Ivory Coast,75,80,Olympique Lyonnais,€9M,€41K,1.0,5.0,3.0,High/ High,No,RW,€17.8M,1
2053,M. Schnatterer,32,Germany,75,75,1. FC Heidenheim 1846,€5M,€14K,1.0,4.0,3.0,High/ Medium,No,LM,€7.8M,1
2054,O. Kharbin,24,Syria,75,80,Al Hilal,€9M,€33K,1.0,3.0,3.0,High/ Low,No,ST,€16M,1
2056,T. Souček,23,Czech Republic,75,83,SK Slavia Praha,€8.5M,€1K,1.0,3.0,2.0,High/ High,No,RDM,€20.4M,1
2057,Y. Ravet,28,France,75,75,SC Freiburg,€6.5M,€24K,1.0,3.0,3.0,High/ Medium,No,RM,€11.7M,1
2058,T. Serero,28,South Africa,75,75,Vitesse,€6.5M,€15K,1.0,4.0,3.0,Low/ High,No,RCM,€9.8M,1
2059,B. Douglas,28,Scotland,75,75,Leeds United,€5.5M,€38K,1.0,3.0,3.0,High/ Medium,No,LB,€10.5M,1
2060,S. Johnstone,25,England,75,80,West Bromwich Albion,€6.5M,€23K,1.0,3.0,1.0,Medium/ Medium,Yes,GK,€12.8M,1
2062,J. Corona,37,Mexico,75,75,Cruz Azul,€450K,€12K,2.0,3.0,1.0,Medium/ Medium,No,GK,€765K,1
2063,I. Fetfatzidis,27,Greece,75,75,Olympiacos CFP,€7M,€1K,2.0,2.0,4.0,Medium/ Low,No,RM,€15.4M,1
2064,S. Romero,29,Argentina,75,75,Independiente,€6.5M,€22K,1.0,3.0,3.0,High/ Low,No,RM,€9.1M,1
2066,S. Sinclair,29,England,75,75,Celtic,€6.5M,€48K,2.0,4.0,4.0,High/ Medium,Yes,LM,€11.7M,1
2067,L. Krejčí,25,Czech Republic,75,75,Bologna,€7M,€30K,2.0,2.0,4.0,High/ Medium,No,LW,€11.9M,1
